fips,pop_total,pop_density
51027,24098,47.9
51029,17146,29.6
51031,54842,108.8
51033,28545,54.1
51035,30042,63.3
51036,7256,39.7
51037,12586,26.5
51041,316236,747.1
51043,14034,79.7
51045,5190,15.7
51047,46689,123.1
51049,10052,33.8
51051,15903,48.1
51053,28001,55.6
51057,11151,43.4
51059,1081726,2766.8
51061,65203,100.7
51063,15279,40.2
51065,25691,89.8
51067,56159,81.3
51069,78305,189.4
51071,17286,48.6
51073,36858,169.2
51075,21717,77.2
51077,15533,35.1
51079,18403,117.8
51081,12243,41.5
51083,36241,44.3
51085,99863,213.1
51087,306935,1313.4
51089,54151,141.6
51091,2321,5.6
51093,35270,111.8
51095,67009,470.4
51097,6945,22
51099,23584,131.3
51101,15935,58.2
51103,11391,85.5
51105,25587,58.8
51107,312311,605.8
51109,33153,66.8
51111,12914,29.9
51113,13308,41.5
51115,8978,104.5
51117,32727,52.3
51119,10959,84.1
51121,94392,243.9
51125,15020,31.9
51127,18429,87.9
51131,12389,58.5
51133,12330,64.5
51135,15853,50.4
51137,33481,98.2
51139,24042,77.3
51141,18490,38.3
51143,63506,65.5
51145,28046,107.8
51147,23368,66.8
51149,35725,134.7
51153,402002,1195
51155,34872,109
51157,7373,27.7
51159,9254,48.3
51161,92376,368.7
51163,22307,37.3
51165,76314,89.9
51167,28897,61
51169,23177,43.3
51171,41993,82.5
51173,32208,71.4
51175,18570,31
51177,122397,304.9
51179,128961,479.5
51181,7058,25.3
51183,12087,24.7
51185,45078,86.9
51187,37575,176
51191,54876,97.8
51193,17454,76.1
51195,41452,102.8
51197,29235,63.3
51199,65464,624.8
51510,139966,9314.3
51515,6222,904.6
51520,17835,1370.6
51530,6650,991.9
51540,43475,4246.4
51550,222209,652
51570,17411,2315.3
51580,5961,1090.2
51590,43055,1002.8
51595,5927,859.7
51600,22565,3616.8
51610,12332,6169.1
51620,8582,1045.8
51630,24286,2326.2
51640,7042,854.6
51650,137436,2673.2
51660,48914,2808.2
51670,22591,2198
51678,7042,2820.2
51680,75568,1538.2
51683,37821,3827.6
51685,14273,5632.6
51690,13821,1261.5
51700,180719,2630
51710,242803,4486.4
51720,3958,529.1
51730,32420,1413.7
51735,12150,793.2
51740,95535,2838.8
51750,16408,1662.1
51760,204214,3414.7
51770,97032,2279.8
51775,24802,1717.9
51790,23746,1188.8
51800,84585,211.4
51810,437994,1758.9
51820,21006,1396.8
51830,14068,1559.3
51840,26203,2838
53001,18728,9.7
53003,21623,34
53005,175177,103
53007,72453,24.8
53009,71404,41.1
53011,425363,676.2
53013,4078,4.7
53015,102410,89.8
53017,38431,21.1
53019,7551,3.4
53021,78163,62.9
53023,2266,3.2
53025,89120,33.3
53027,72797,38.3
53029,78506,376.6
53031,29872,16.6
53033,1931249,912.9
53035,251133,635.9
53037,40915,17.8
53039,20318,10.9
53041,75455,31.4
53043,10570,4.6
53045,60699,63.3
53047,41120,7.8
53049,20920,22.4
53051,13001,9.3
53053,795225,476.3
53055,15769,90.7
53057,116901,67.5
53059,11066,6.7
53061,713335,341.8
53063,471221,267.2
53065,43531,17.6
53067,252264,349.4
53069,3978,15.1
53071,58781,46.3
53073,201140,95.5
53075,44776,20.7
53077,243231,56.6
54001,16589,48.6
54003,104169,324.4
54005,24629,49.1
54007,14523,28.4
54009,24069,269.8
54011,96319,342.8
54013,7627,27.3
54015,9386,27.5
54017,8202,25.7
54019,46039,69.6
54021,8693,25.7
54023,11937,25
54025,35480,34.8
54027,23964,37.4
54029,30676,371.3
54031,14025,24.1
54033,69099,166.1
54035,29211,62.9
54037,53498,255.2
54039,193063,214.1
54041,16372,42.5
54043,21720,49.7
54045,36743,81
54047,22113,41.5
54049,56418,182.7
54051,33107,108.4
54053,27324,63.4
54055,62264,148.6
54057,28212,86.1
54059,26839,63.4
54061,96189,267.1
54063,13502,28.6
54065,17541,76.6
54067,26233,40.6
54069,44443,420
54071,7695,11.1
54073,7605,58.5
54075,8719,9.3
54077,33520,51.7
54079,55486,160.5
54081,78859,130.3
54083,29405,28.3
54085,10449,23.1
54087,14926,30.9
54089,13927,38.6
54091,16895,97.8
54093,7141,17
54095,9208,35.9
54097,24254,68.4
54099,42481,84
54101,9154,16.5
54103,16583,46.3
54105,5717,24.6
54107,86956,237.4
54109,23796,47.6
55001,20875,32.3
55003,16157,15.5
55005,45870,53.2
55007,15014,10.2
55009,248007,468.2
55011,13587,20.2
55013,15457,18.8
55015,48971,153.9
55017,62415,61.9
55019,34690,28.7
55021,56833,74.2
55023,16644,29.2
55025,488073,407.7
55027,88759,101.4
55029,27785,57.6
55031,44159,33.9
55033,43857,51.6
55035,98736,154.8
55037,4423,9.1
55039,101633,141.2
55041,9304,9.2
55043,51208,44.7
55045,36842,63.1
55047,19051,54.5
55049,23687,31.1
55051,5916,7.8
55053,20449,20.7
55055,83686,150.4
55057,26664,34.8
55059,166426,611.9
55061,20574,60.1
55063,114638,253.8
55065,16836,26.6
55067,19977,22.9
55069,28743,32.7
55071,81442,138.3
55073,134063,86.8
55075,41749,29.8
55077,15404,33.8
55078,4232,11.8
55079,947735,3926
55081,44673,49.6
55083,37660,37.7
55085,35998,32.3
55087,176695,277.2
55089,86395,370.7
55091,7469,32.2
55093,41019,71.5
55095,44205,48.4
55097,70019,87.4
55099,14159,11.3
55101,195408,587.7
55103,18021,30.7
55105,160331,223.3
55107,14755,16.2
55109,84345,116.8
55111,61976,74.6
55113,16557,13.2
55115,41949,47
55117,115507,225.9
55119,20689,21.2
55121,28816,39.3
55123,29773,37.6
55125,21430,25
55127,102228,184.2
55129,15911,20
55131,131887,306.2
55133,389891,709.4
55135,52410,70.1
55137,24496,39.1
55139,166994,384.3
55141,74749,94.2
56001,36299,8.5
56003,11668,3.7
56005,46133,9.6
56007,15885,2
56009,13833,3.3
56011,7083,2.5
56013,40123,4.4
56015,13249,6
56017,4812,2.4
56019,8569,2.1
56021,91738,34.2
56023,18106,4.4
56025,75450,14.1
56027,2484,0.9
56029,28205,4.1
56031,8667,4.2
56033,29116,11.5
56035,10247,2.1
56037,43806,4.2
56039,21294,5.3
56041,21118,10.1
56043,8533,3.8
56045,7208,3
